Post_ID,Pseudo_Caption,Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Viral
Post_4361,instagram Reel about #Fitness posted in UK,2023-10-27,instagram,#Fitness,Reel,Uk,3194403.0,260682.0,76842.0,15971.0,0
Post_32,twitter Video about #Music posted in USA,2022-03-10,  twitter  ,#Music,Video,USA,2342195.0,91944.0,89578.0,44440.0,0
Post_695,instagram Live Stream about #Dance posted in Germany,2023-10-20,instagram,#Dance,Live Stream,GERMANY,3444824.0,395141.0,90673.0,32852.0,0
Post_2676,instagram Shorts about #Viral posted in UK,2022-03-30,Instagram,#Viral,Shorts,UK,2126536.0,193598.0,42420.0,29174.0,0
Post_1492,twitter Post about #Challenge posted in USA,2023-10-15,Twitter,#Challenge,Post,usa,4289404.0,303500.0,69530.0,26484.0,0
Post_3112,youtube Tweet about #Gaming posted in Brazil,2023-01-19,YOUTUBE,#Gaming,Tweet,Brazil,120859.0,67805.0,15753.0,43999.0,1
Post_4974,instagram Tweet about #Fashion posted in Australia,2022-05-23,INSTAGRAM,#misc,Tweet,  Australia  ,,,,,0
Post_4161,tiktok Video about #Fitness posted in Brazil,2023-04-21,tiktok,#Fitness,Video,Brazil,4717790.0,125541.0,75795.0,38504.0,0
Post_1024,twitter Live Stream about #Fashion posted in Germany,2022-11-03,Twitter,#Fashion,Live Stream,GERMANY,3379946.0,52964.0,78464.0,19620.0,0
Post_3744,youtube Live Stream about #Viral posted in UK,2023-06-13,Youtube,#Viral,Live Stream,UK,654308.0,395218.0,70016.0,43978.0,1
Post_631,twitter Shorts about #Fitness posted in Brazil,2023-03-26,  twitter  ,#Fitness,Shorts,BRAZIL,2867658.0,292790.0,75817.0,2085.0,1
Post_1463,twitter Tweet about #Education posted in UK,2022-08-29,  twitter  ,#Education,Tweet,  UK  ,-1582056.0 Views,-494486.0 Likes,-84288.0 Shares,-37093.0 Comments,1
Post_2726,youtube Tweet about #Challenge posted in India,2023-06-14,YOUTUBE,#Challenge,Tweet,  India  ,-1033019.0 Views,-459345.0 Likes,-67564.0 Shares,-42749.0 Comments,1
Post_13,youtube Shorts about #Viral posted in Canada,2022-03-16,  youtube  ,#Viral,Shorts,canada,4105651.0,195560.0,37627.0,49089.0,0
Post_1978,youtube Live Stream about #Music posted in Brazil,2023-10-01,YOUTUBE,#Music,Live Stream,Brazil,3952848.0,256180.0,92132.0,40687.0,0
Post_1461,tiktok Live Stream about #Tech posted in India,2023-06-11,Tiktok,#Tech,Live Stream,  India  ,2412395.0,496981.0,33360.0,46462.0,0
Post_3328,twitter Video about #Music posted in UK,2023-04-14,  twitter  ,#Music,Video,  UK  ,142941.0,276752.0,69452.0,37422.0,1
Post_2242,twitter Live Stream about #Fitness posted in UK,invalid_date,  twitter  ,#misc,Live Stream,uk,,,,,0
Post_1726,instagram Reel about #Music posted in Germany,2022-11-12,instagram,#Music,Reel,germany,141212.0,41508.0,96422.0,16803.0,1
Post_4726,instagram Video about #Viral posted in India,2022-03-08,INSTAGRAM,#Viral,Video,india,2934790.0,77308.0,84676.0,8936.0,0
Post_4287,instagram Tweet about #Fitness posted in Canada,2023-10-12,Instagram,#misc,Tweet,  Canada  ,,,,,0
Post_2551,tiktok Reel about #Fitness posted in UK,2023-11-09,TIKTOK,#Fitness,Reel,  UK  ,276967.0,343350.0,55422.0,42492.0,1
Post_2555,twitter Video about #Challenge posted in USA,2023-04-24,Twitter,#Challenge,Video,USA,-674124.0 Views,-498332.0 Likes,-88370.0 Shares,-26302.0 Comments,1
Post_716,instagram Post about #Challenge posted in USA,2023-05-21,Instagram,#Challenge,Post,usa,1301582.0,36572.0,45582.0,45435.0,0
Post_865,youtube Reel about #Fashion posted in Brazil,2023-12-24,Youtube,#Fashion,Reel,  Brazil  ,3656271.0,448604.0,9543.0,25102.0,0
Post_1691,tiktok Post about #Challenge posted in India,invalid_date,TIKTOK,#misc,Post,India,,,,,0
Post_1706,youtube Video about #Music posted in USA,2022-07-28,  youtube  ,#Music,Video,USA,2546025.0,61904.0,25135.0,39292.0,0
Post_180,instagram Tweet about #Fitness posted in Canada,2022-10-05,INSTAGRAM,#Fitness,Tweet,  Canada  ,4888613.0,414422.0,11933.0,23903.0,0
Post_655,twitter Post about #Viral posted in Australia,2023-09-01,Twitter,#Viral,Post,australia,2387714.0,126566.0,25552.0,40066.0,0
Post_1152,youtube Reel about #Music posted in USA,2022-11-19,Youtube,#Music,Reel,Usa,-2477176.0 Views,-11709.0 Likes,-98546.0 Shares,-46222.0 Comments,0
Post_683,instagram Reel about #Music posted in UK,2022-03-09,instagram,#Music,Reel,UK,2754301.0,439047.0,21451.0,5036.0,0
Post_4086,tiktok Post about #Gaming posted in Canada,2023-03-27,tiktok,#Gaming,Post,Canada,4946196.0,461146.0,10852.0,17039.0,0
Post_666,twitter Live Stream about #Music posted in UK,2023-10-20,TWITTER,#Music,Live Stream,Uk,3526600.0,204767.0,19167.0,17731.0,0
Post_4238,twitter Shorts about #Education posted in USA,2022-06-16,  twitter  ,#Education,Shorts,  USA  ,1071793.0,82545.0,28397.0,25073.0,0
Post_461,tiktok Video about #Viral posted in UK,2022-02-15,TIKTOK,#Viral,Video,UK,4574441.0,361896.0,98169.0,26574.0,1
Post_3792,twitter Tweet about #Viral posted in Canada,2023-03-29,Twitter,#Viral,Tweet,canada,3747143.0,10641.0,12421.0,41367.0,1
Post_1449,instagram Post about #Comedy posted in Japan,2022-10-19,instagram,#Comedy,Post,Japan,4059730.0,479772.0,15896.0,35015.0,0
Post_4104,twitter Shorts about #Challenge posted in Brazil,2023-01-25,Twitter,#Challenge,Shorts,Brazil,1942922.0,324782.0,96016.0,4903.0,0
Post_2306,twitter Shorts about #Education posted in UK,2022-01-15,twitter,#Education,Shorts,  UK  ,-4746993.0 Views,-487011.0 Likes,-88442.0 Shares,-9469.0 Comments,0
Post_2357,twitter Post about #Gaming posted in UK,2023-03-15,twitter,#Gaming,Post,UK,2091073.0,475472.0,4277.0,34762.0,0
Post_2782,tiktok Video about #Comedy posted in Japan,2023-06-26,  tiktok  ,#Comedy,Video,japan,75475.0,85849.0,52358.0,44489.0,1
Post_217,youtube Live Stream about #Dance posted in UK,2022-04-15,  youtube  ,#Dance,Live Stream,  UK  ,1200639.0,381211.0,2574.0,40242.0,0
Post_2102,twitter Post about #Viral posted in Canada,2023-04-12,twitter,#Viral,Post,Canada,2073534.0,409007.0,30389.0,40273.0,0
Post_2528,youtube Live Stream about #Gaming posted in Canada,2023-06-25,  youtube  ,#Gaming,Live Stream,  Canada  ,-580413.0 Views,-148546.0 Likes,-85714.0 Shares,-30266.0 Comments,1
Post_1811,tiktok Post about #Challenge posted in Japan,2022-09-07,tiktok,#Challenge,Post,japan,4033416.0,205717.0,90647.0,33681.0,0
Post_4405,tiktok Video about #Challenge posted in USA,2023-05-10,tiktok,#Challenge,Video,  USA  ,-1856036.0 Views,-155912.0 Likes,-86548.0 Shares,-37551.0 Comments,0
Post_2293,tiktok Post about #Music posted in Japan,2023-09-21,Tiktok,#Music,Post,JAPAN,-3273580.0 Views,-255450.0 Likes,-69728.0 Shares,-20381.0 Comments,1
Post_4797,instagram Shorts about #Education posted in Germany,2022-09-13,Instagram,#error,Shorts,  Germany  ,,,,,1
Post_2542,instagram Reel about #Gaming posted in UK,2023-08-17,instagram,#Gaming,Reel,uk,3508758.0,417726.0,86984.0,579.0,0
Post_3151,tiktok Post about #Fashion posted in Germany,2022-04-24,TIKTOK,#Fashion,Post,  Germany  ,785441.0,251319.0,90801.0,45639.0,1
Post_722,tiktok Shorts about #Comedy posted in UK,2023-04-07,Tiktok,#Comedy,Shorts,Uk,2742349.0,132032.0,37206.0,6649.0,0
Post_1984,youtube Reel about #Challenge posted in USA,2023-12-10,YOUTUBE,#Challenge,Reel,Usa,3634651.0,193211.0,91421.0,48931.0,1
Post_2068,twitter Live Stream about #Education posted in Japan,2023-01-07,twitter,#Education,Live Stream,  Japan  ,1154826.0,136734.0,83646.0,39191.0,0
Post_2941,youtube Post about #Comedy posted in Australia,invalid_date,Youtube,#misc,Post,  Australia  ,,,,,1
Post_1857,tiktok Shorts about #Viral posted in Germany,2023-03-06,tiktok,#Viral,Shorts,Germany,-3364916.0 Views,-26808.0 Likes,-89202.0 Shares,-27099.0 Comments,0
Post_3455,instagram Post about #Challenge posted in Brazil,2023-07-15,instagram,#Challenge,Post,  Brazil  ,3253451.0,65643.0,21278.0,14353.0,0
Post_736,youtube Post about #Challenge posted in Canada,2023-09-23,youtube,#Challenge,Post,  Canada  ,1663359.0,117919.0,84855.0,35699.0,0
Post_4976,youtube Live Stream about #Comedy posted in USA,2022-05-09,  youtube  ,#Comedy,Live Stream,Usa,1135725.0,250797.0,3791.0,38732.0,1
Post_4630,twitter Post about #Fashion posted in Australia,2022-09-10,Twitter,#Fashion,Post,AUSTRALIA,2751747.0,157563.0,96955.0,49493.0,0
Post_781,instagram Post about #Dance posted in Japan,2022-05-06,Instagram,#Dance,Post,JAPAN,2392740.0,416629.0,25611.0,32521.0,1
Post_4389,twitter Video about #Challenge posted in USA,2023-01-03,twitter,#Challenge,Video,USA,3975840.0,247776.0,42724.0,29220.0,0
Post_3702,youtube Reel about #Education posted in Brazil,2023-01-04,Youtube,#Education,Reel,Brazil,1198497.0,380580.0,69495.0,13206.0,0
Post_4461,youtube Reel about #Dance posted in UK,2023-07-08,Youtube,#Dance,Reel,uk,1246083.0,94202.0,77172.0,13491.0,0
Post_1231,instagram Tweet about #Challenge posted in Germany,2022-12-14,INSTAGRAM,#Challenge,Tweet,GERMANY,1021135.0,442784.0,49480.0,32668.0,0
Post_4415,tiktok Reel about #Dance posted in UK,2022-10-07,  tiktok  ,#Dance,Reel,  UK  ,2976863.0,92424.0,67422.0,45430.0,0
Post_3099,tiktok Shorts about #Tech posted in USA,2022-07-10,Tiktok,#Tech,Shorts,  USA  ,3651573.0,413842.0,15494.0,39353.0,0
Post_2281,instagram Post about #Dance posted in Canada,2022-12-13,instagram,#Dance,Post,  Canada  ,-4021492.0 Views,-455615.0 Likes,-5258.0 Shares,-11806.0 Comments,0
Post_3817,twitter Live Stream about #Education posted in Canada,2022-12-21,  twitter  ,#Education,Live Stream,CANADA,396861.0,259118.0,35274.0,27898.0,1
Post_14,youtube Reel about #Fitness posted in Japan,2022-11-08,  youtube  ,#Fitness,Reel,Japan,1633015.0,312907.0,45774.0,30725.0,0
Post_1920,tiktok Post about #Gaming posted in UK,2022-02-09,TIKTOK,#Gaming,Post,  UK  ,1459984.0,399450.0,4838.0,12047.0,0
Post_1900,youtube Post about #Music posted in Japan,2022-12-30,Youtube,#Music,Post,japan,2439753.0,267108.0,85546.0,12609.0,0
Post_285,twitter Tweet about #Fashion posted in Germany,2023-10-22,  twitter  ,#Fashion,Tweet,germany,-3275624.0 Views,-455318.0 Likes,-72364.0 Shares,-39134.0 Comments,0
Post_2861,tiktok Live Stream about #Challenge posted in UK,2023-09-18,  tiktok  ,#Challenge,Live Stream,UK,1948873.0,480313.0,50464.0,32966.0,0
Post_1307,tiktok Shorts about #Challenge posted in India,2022-05-22,tiktok,#Challenge,Shorts,india,804183.0,164716.0,88378.0,8578.0,1
Post_3640,tiktok Video about #Music posted in India,2022-08-06,TIKTOK,#Music,Video,india,1003490.0,190310.0,21357.0,39466.0,1
Post_3498,youtube Reel about #Dance posted in Canada,2022-07-17,youtube,#Dance,Reel,Canada,983233.0,382351.0,73554.0,1024.0,1
Post_3936,tiktok Live Stream about #Dance posted in USA,2023-03-23,  tiktok  ,#none,Live Stream,usa,,,,,0
Post_2387,twitter Live Stream about #Music posted in India,2022-02-28,twitter,#Music,Live Stream,india,175519.0,468536.0,73583.0,28742.0,1
Post_1549,tiktok Post about #Viral posted in Japan,2022-01-07,  tiktok  ,#Viral,Post,Japan,2758290.0,30695.0,65435.0,16736.0,0
Post_2170,youtube Reel about #Challenge posted in Japan,2022-04-28,YOUTUBE,#Challenge,Reel,JAPAN,-888391.0 Views,-41916.0 Likes,-38940.0 Shares,-10831.0 Comments,0
Post_4936,tiktok Tweet about #Challenge posted in India,2022-11-10,TIKTOK,#Challenge,Tweet,india,-3023404.0 Views,-114034.0 Likes,-14652.0 Shares,-21531.0 Comments,0
Post_1541,instagram Live Stream about #Comedy posted in Japan,2023-11-01,  instagram  ,#Comedy,Live Stream,japan,4323.0,301571.0,81786.0,30318.0,0
Post_1190,tiktok Video about #Dance posted in Australia,2023-04-28,tiktok,#none,Video,australia,,,,,0
Post_376,youtube Post about #Viral posted in Australia,2023-12-25,Youtube,#Viral,Post,AUSTRALIA,1850613.0,125819.0,12927.0,41305.0,0
Post_4362,instagram Tweet about #Fashion posted in Australia,2022-05-08,instagram,#none,Tweet,australia,,,,,0
Post_364,tiktok Video about #Dance posted in Germany,2023-09-05,  tiktok  ,#Dance,Video,GERMANY,4133077.0,402734.0,72073.0,18629.0,0
Post_3144,twitter Video about #Challenge posted in Brazil,2023-11-06,TWITTER,#Challenge,Video,brazil,1927040.0,160622.0,93396.0,5725.0,0
Post_799,twitter Shorts about #Viral posted in Brazil,2023-01-01,Twitter,#Viral,Shorts,Brazil,-4859826.0 Views,-224356.0 Likes,-61653.0 Shares,-19973.0 Comments,0
Post_2360,tiktok Video about #Dance posted in India,2023-02-13,Tiktok,#Dance,Video,  India  ,-583548.0 Views,-159734.0 Likes,-5218.0 Shares,-18625.0 Comments,1
Post_536,youtube Video about #Challenge posted in Brazil,2023-02-14,  youtube  ,#Challenge,Video,  Brazil  ,2368362.0,300651.0,67181.0,25054.0,0
Post_3673,tiktok Tweet about #Comedy posted in Canada,2023-10-23,  tiktok  ,#Comedy,Tweet,CANADA,3232841.0,27472.0,18187.0,21421.0,0
Post_4278,youtube Reel about #Fitness posted in Japan,2022-09-17,Youtube,#Fitness,Reel,  Japan  ,1747564.0,183228.0,4734.0,33207.0,0
Post_3928,instagram Post about #Fitness posted in Brazil,2023-02-19,INSTAGRAM,#Fitness,Post,brazil,3499748.0,84192.0,50937.0,40619.0,0
Post_3929,instagram Shorts about #Gaming posted in Canada,2023-10-08,  instagram  ,#Gaming,Shorts,  Canada  ,2030644.0,499249.0,11833.0,28123.0,1
Post_3358,youtube Reel about #Fitness posted in UK,2023-02-12,  youtube  ,#Fitness,Reel,  UK  ,1757464.0,456820.0,93107.0,5984.0,0
Post_3804,instagram Tweet about #Dance posted in UK,2023-02-27,Instagram,#Dance,Tweet,uk,948825.0,374018.0,84000.0,27438.0,1
Post_1878,youtube Tweet about #Education posted in India,2023-02-25,  youtube  ,#Education,Tweet,india,990147.0,219960.0,25706.0,45138.0,0
Post_4626,tiktok Tweet about #Fitness posted in UK,2023-08-07,  tiktok  ,#Fitness,Tweet,  UK  ,2056923.0,397189.0,60950.0,27927.0,0
Post_1503,tiktok Live Stream about #Education posted in Brazil,2023-08-28,tiktok,#Education,Live Stream,brazil,-2768113.0 Views,-444617.0 Likes,-75286.0 Shares,-49358.0 Comments,0
Post_3689,tiktok Reel about #Dance posted in Canada,2022-03-06,TIKTOK,#Dance,Reel,canada,-2248823.0 Views,-185414.0 Likes,-40492.0 Shares,-35212.0 Comments,0
Post_2833,twitter Post about #Comedy posted in Canada,2023-11-12,  twitter  ,#Comedy,Post,  Canada  ,-1618175.0 Views,-479812.0 Likes,-23146.0 Shares,-21565.0 Comments,0
Post_876,youtube Post about #Fitness posted in India,2022-02-05,Youtube,#Fitness,Post,India,777206.0,279969.0,17264.0,9519.0,1
Post_1292,youtube Post about #Challenge posted in India,2022-07-20,Youtube,#Challenge,Post,  India  ,-2764814.0 Views,-67913.0 Likes,-48844.0 Shares,-32596.0 Comments,0
Post_1108,youtube Video about #Education posted in India,2023-10-07,YOUTUBE,#Education,Video,INDIA,2592595.0,237876.0,33780.0,36343.0,0
Post_4826,instagram Live Stream about #Fashion posted in Canada,2023-11-02,  instagram  ,#Fashion,Live Stream,CANADA,2780097.0,314928.0,38702.0,22810.0,0
Post_2066,tiktok Shorts about #Viral posted in Australia,2023-07-25,tiktok,#Viral,Shorts,australia,-2188445.0 Views,-414224.0 Likes,-59543.0 Shares,-33103.0 Comments,0
Post_1715,tiktok Shorts about #Gaming posted in Japan,2022-08-05,Tiktok,#Gaming,Shorts,japan,2527623.0,148521.0,43818.0,33457.0,1
Post_2186,youtube Shorts about #Viral posted in UK,2022-11-10,  youtube  ,#Viral,Shorts,uk,1764533.0,472012.0,15668.0,49499.0,0
Post_92,twitter Post about #Comedy posted in India,2022-07-08,Twitter,#Comedy,Post,INDIA,4567233.0,66980.0,96596.0,49121.0,0
Post_3019,twitter Tweet about #Fashion posted in USA,2023-10-09,Twitter,#Fashion,Tweet,  USA  ,2416660.0,54359.0,30217.0,3033.0,0
Post_4531,instagram Shorts about #Gaming posted in India,2023-02-16,INSTAGRAM,#Gaming,Shorts,INDIA,3073012.0,362550.0,15841.0,26557.0,0
Post_3614,youtube Post about #Music posted in Germany,2022-08-13,youtube,#Music,Post,GERMANY,2226088.0,4248.0,66185.0,28435.0,1
Post_2772,instagram Tweet about #Challenge posted in Canada,2022-10-16,INSTAGRAM,#Challenge,Tweet,CANADA,3093066.0,372946.0,38682.0,18578.0,0
Post_784,instagram Live Stream about #Education posted in Australia,2023-07-05,  instagram  ,#Education,Live Stream,AUSTRALIA,-1050122.0 Views,-497180.0 Likes,-25187.0 Shares,-19816.0 Comments,1
Post_1318,twitter Video about #Fitness posted in Germany,2023-06-30,TWITTER,#Fitness,Video,GERMANY,-2055018.0 Views,-318200.0 Likes,-34749.0 Shares,-4831.0 Comments,0
Post_2365,instagram Video about #Fitness posted in USA,2023-06-16,  instagram  ,#Fitness,Video,Usa,2468546.0,184286.0,40314.0,40022.0,0
Post_1454,youtube Post about #Tech posted in Germany,2023-05-18,YOUTUBE,#Tech,Post,GERMANY,2550618.0,270046.0,39624.0,31764.0,0
Post_3399,tiktok Video about #Fashion posted in Canada,2023-03-11,Tiktok,#Fashion,Video,Canada,995769.0,32736.0,66718.0,23569.0,0
Post_3666,instagram Tweet about #Music posted in Brazil,2022-12-01,Instagram,#Music,Tweet,Brazil,4335301.0,193543.0,50186.0,36208.0,0
Post_3196,instagram Shorts about #Fitness posted in India,2022-09-30,INSTAGRAM,#Fitness,Shorts,India,3228575.0,264811.0,27451.0,24414.0,0
Post_4399,twitter Video about #Dance posted in Germany,2022-04-01,twitter,#Dance,Video,Germany,537340.0,457261.0,50869.0,8177.0,1
Post_2229,twitter Post about #Gaming posted in USA,2023-03-29,TWITTER,#Gaming,Post,  USA  ,4210489.0,127953.0,19306.0,21718.0,0
Post_4913,twitter Live Stream about #Gaming posted in USA,2023-07-01,TWITTER,#Gaming,Live Stream,usa,1906321.0,104223.0,18051.0,22871.0,0
Post_3472,youtube Tweet about #Comedy posted in Canada,2023-10-26,YOUTUBE,#Comedy,Tweet,CANADA,2530285.0,414472.0,74687.0,25953.0,0
Post_3327,instagram Post about #Education posted in USA,2022-03-23,INSTAGRAM,#Education,Post,  USA  ,2470375.0,91574.0,67902.0,15922.0,0
Post_1485,instagram Post about #Comedy posted in Germany,2023-12-12,instagram,#Comedy,Post,germany,671118.0,362241.0,15395.0,711.0,1
Post_4908,tiktok Post about #Gaming posted in Brazil,2022-04-02,Tiktok,#Gaming,Post,brazil,529428.0,328885.0,45228.0,43415.0,1
Post_3449,tiktok Shorts about #Dance posted in Brazil,2022-02-15,  tiktok  ,#Dance,Shorts,  Brazil  ,2676023.0,290041.0,33134.0,14249.0,0
Post_1605,instagram Tweet about #Fitness posted in Australia,2023-09-09,instagram,#Fitness,Tweet,AUSTRALIA,2316764.0,98083.0,89325.0,34220.0,0
Post_519,twitter Live Stream about #Challenge posted in India,2022-09-16,  twitter  ,#Challenge,Live Stream,india,3402798.0,5693.0,23769.0,1821.0,0
Post_2984,youtube Shorts about #Fashion posted in Brazil,2023-10-08,  youtube  ,#Fashion,Shorts,  Brazil  ,1649020.0,404652.0,18178.0,37529.0,0
Post_2148,youtube Post about #Education posted in UK,2023-05-10,Youtube,#Education,Post,Uk,3236438.0,331077.0,62035.0,20808.0,0
Post_3808,instagram Video about #Music posted in Japan,2023-08-09,instagram,#Music,Video,  Japan  ,4430382.0,11441.0,74391.0,17355.0,1
Post_4711,youtube Reel about #Dance posted in Australia,2022-03-27,youtube,#Dance,Reel,australia,1273182.0,343660.0,43126.0,10947.0,0
Post_1414,instagram Tweet about #Dance posted in USA,2023-09-19,instagram,#Dance,Tweet,usa,1253544.0,142240.0,4875.0,24089.0,1
Post_4520,twitter Reel about #Dance posted in Germany,2023-08-26,Twitter,#Dance,Reel,germany,1251963.0,462124.0,67230.0,1039.0,1
Post_150,instagram Reel about #Viral posted in UK,2023-04-24,instagram,#Viral,Reel,  UK  ,4103477.0,75909.0,5645.0,4052.0,0
Post_1863,instagram Reel about #Viral posted in Australia,2023-05-03,Instagram,#Viral,Reel,  Australia  ,2206289.0,230130.0,40936.0,3040.0,0
Post_2094,instagram Shorts about #Fashion posted in USA,2022-12-01,instagram,#Fashion,Shorts,  USA  ,-3010836.0 Views,-422269.0 Likes,-58452.0 Shares,-4866.0 Comments,0
Post_379,twitter Reel about #Comedy posted in USA,2023-09-24,twitter,#Comedy,Reel,  USA  ,4904231.0,448526.0,39996.0,15900.0,0
Post_897,twitter Video about #Fashion posted in Australia,2022-05-04,Twitter,#Fashion,Video,australia,3587110.0,51649.0,89478.0,30231.0,0
Post_4257,tiktok Tweet about #Gaming posted in Germany,2022-11-10,TIKTOK,#Gaming,Tweet,GERMANY,-4497476.0 Views,-329836.0 Likes,-14346.0 Shares,-34972.0 Comments,0
Post_2113,tiktok Live Stream about #Dance posted in Germany,2023-12-29,TIKTOK,#Dance,Live Stream,Germany,1778307.0,57050.0,82609.0,28347.0,0
Post_1220,twitter Live Stream about #Fashion posted in Canada,2023-04-15,  twitter  ,#Fashion,Live Stream,  Canada  ,1726804.0,328441.0,44676.0,1323.0,0
Post_4369,youtube Shorts about #Challenge posted in Japan,2023-02-16,youtube,#Challenge,Shorts,  Japan  ,903431.0,290789.0,94929.0,34805.0,1
Post_3837,twitter Live Stream about #Viral posted in Australia,2022-11-26,twitter,#Viral,Live Stream,  Australia  ,-3062000.0 Views,-78187.0 Likes,-39581.0 Shares,-3625.0 Comments,0
Post_3494,tiktok Shorts about #Fashion posted in USA,2023-09-17,  tiktok  ,#Fashion,Shorts,USA,3926596.0,279828.0,27924.0,7656.0,0
Post_147,tiktok Shorts about #Tech posted in UK,2023-02-13,Tiktok,#Tech,Shorts,uk,636824.0,363548.0,17456.0,8176.0,1
Post_1272,instagram Tweet about #Comedy posted in Australia,2023-12-04,instagram,#Comedy,Tweet,  Australia  ,2428341.0,178208.0,2717.0,10620.0,0
Post_968,youtube Post about #Viral posted in Japan,2022-07-07,youtube,#Viral,Post,Japan,1489456.0,446331.0,87557.0,47811.0,1
Post_688,instagram Live Stream about #Comedy posted in India,2022-07-16,  instagram  ,#Comedy,Live Stream,  India  ,4827016.0,404958.0,45968.0,18554.0,0
Post_1383,twitter Live Stream about #Music posted in Germany,2022-03-30,twitter,#Music,Live Stream,germany,1091382.0,169871.0,69296.0,28132.0,0
Post_3365,instagram Reel about #Tech posted in Brazil,2022-08-18,INSTAGRAM,#Tech,Reel,Brazil,528143.0,357050.0,25187.0,1365.0,1
Post_2016,youtube Reel about #Fitness posted in USA,2022-02-22,YOUTUBE,#Fitness,Reel,usa,4392368.0,301535.0,48079.0,37360.0,0
Post_3948,youtube Live Stream about #Tech posted in USA,2022-07-24,Youtube,#Tech,Live Stream,usa,3857226.0,337967.0,30773.0,37272.0,0
Post_4029,tiktok Tweet about #Challenge posted in Japan,2023-04-06,Tiktok,#Challenge,Tweet,japan,1839502.0,136831.0,56756.0,37198.0,0
Post_1555,youtube Reel about #Viral posted in Brazil,2022-09-15,  youtube  ,#Viral,Reel,Brazil,4938299.0,139325.0,25425.0,21859.0,0
Post_3961,twitter Shorts about #Gaming posted in Japan,2023-05-18,  twitter  ,#Gaming,Shorts,  Japan  ,-4890733.0 Views,-191195.0 Likes,-76245.0 Shares,-46882.0 Comments,1
Post_3549,youtube Shorts about #Fashion posted in India,2022-03-05,Youtube,#Fashion,Shorts,INDIA,-3824879.0 Views,-459271.0 Likes,-74779.0 Shares,-46026.0 Comments,1
Post_3868,instagram Video about #Tech posted in Germany,2022-02-25,  instagram  ,#Tech,Video,Germany,4726748.0,328582.0,45403.0,26119.0,1
Post_1779,instagram Tweet about #Fashion posted in Germany,2023-09-14,instagram,#Fashion,Tweet,GERMANY,438881.0,24059.0,8038.0,11310.0,0
Post_1362,youtube Post about #Challenge posted in Japan,2023-11-20,youtube,#Challenge,Post,Japan,597344.0,17521.0,66825.0,29302.0,1
Post_1334,twitter Video about #Fitness posted in Brazil,2023-08-10,  twitter  ,#Fitness,Video,BRAZIL,4328041.0,127158.0,91300.0,2263.0,0
Post_3072,tiktok Post about #Comedy posted in Germany,2023-11-05,  tiktok  ,#Comedy,Post,germany,3736164.0,272497.0,47905.0,28553.0,0
Post_277,twitter Reel about #Challenge posted in Brazil,2023-01-21,TWITTER,#Challenge,Reel,BRAZIL,4889936.0,142520.0,56142.0,26214.0,1
Post_3063,instagram Shorts about #Fashion posted in India,2023-01-21,  instagram  ,#Fashion,Shorts,India,-1592224.0 Views,-151107.0 Likes,-21352.0 Shares,-42997.0 Comments,0
Post_2292,tiktok Reel about #Education posted in Japan,2022-03-07,tiktok,#Education,Reel,  Japan  ,-1135439.0 Views,-146702.0 Likes,-92258.0 Shares,-22335.0 Comments,1
Post_2877,instagram Reel about #Comedy posted in Germany,2023-01-06,Instagram,#Comedy,Reel,  Germany  ,3972959.0,32049.0,94677.0,6195.0,1
Post_196,youtube Shorts about #Music posted in Brazil,2022-11-03,YOUTUBE,#Music,Shorts,brazil,444252.0,398838.0,7767.0,19133.0,1
Post_4172,youtube Reel about #Challenge posted in Canada,2022-09-08,YOUTUBE,#Challenge,Reel,CANADA,-2038756.0 Views,-93268.0 Likes,-63855.0 Shares,-4422.0 Comments,0
Post_11,instagram Live Stream about #Comedy posted in Germany,2023-08-09,INSTAGRAM,#Comedy,Live Stream,  Germany  ,4070332.0,379894.0,46012.0,25242.0,0
Post_1520,tiktok Reel about #Challenge posted in Canada,2023-03-30,Tiktok,#Challenge,Reel,  Canada  ,3678271.0,388515.0,29923.0,39653.0,0
Post_1534,instagram Video about #Gaming posted in Germany,2022-11-06,Instagram,#Gaming,Video,Germany,-2048086.0 Views,-191738.0 Likes,-99853.0 Shares,-42598.0 Comments,0
Post_1056,tiktok Post about #Fitness posted in Brazil,2023-07-20,tiktok,#Fitness,Post,Brazil,-2878436.0 Views,-149765.0 Likes,-9840.0 Shares,-42118.0 Comments,0
Post_3538,tiktok Video about #Dance posted in Australia,2023-02-11,tiktok,#Dance,Video,AUSTRALIA,2918054.0,327020.0,56605.0,19856.0,0
Post_4286,tiktok Video about #Viral posted in Canada,2022-08-21,tiktok,#Viral,Video,CANADA,-3490701.0 Views,-123912.0 Likes,-8189.0 Shares,-45049.0 Comments,1
Post_4998,youtube Shorts about #Fashion posted in USA,2022-06-12,YOUTUBE,#Fashion,Shorts,  USA  ,2004080.0,32401.0,75229.0,33875.0,0
Post_2129,tiktok Live Stream about #Viral posted in Canada,2022-09-29,Tiktok,#Viral,Live Stream,  Canada  ,1274494.0,317324.0,32727.0,21300.0,0
Post_1183,tiktok Reel about #Music posted in Japan,2022-07-18,TIKTOK,#Music,Reel,japan,4172163.0,236621.0,13929.0,2337.0,0
Post_2931,twitter Tweet about #Education posted in India,2023-03-27,  twitter  ,#Education,Tweet,INDIA,2063181.0,239205.0,91849.0,32228.0,0
